5	0.214051	0.0995838                                                            
10	0.23687 	0.106161
15	0.27368 	0.133114
20	0.2904  	0.0734462
25	0.313411    0.0945609    
30	0.370732    0.108471    
35	0.374041    0.0470547    
40	0.483258	0.116976    
45	0.556691	0.112791
50	0.653443	0.138746
