5	0.372087	0.126722
10	0.266498	0.140514
15	0.21103		0.0882624
20	0.184672	0.0351185
25	0.221601	0.0498462
30	0.228697	0.0437104
35	0.270394	0.0469854
40	0.340175	0.0797575
45	0.336443	0.047342
50	0.420323	0.114203
